,Name,Street_Address,State,City,Zip_Code,Type,Reviews,No_of_Reviews,Comments,Price_Range
1756,Boonmar Pho & Thai Cuisine,12912 SE Kent Kangley Rd,WA,Kent,98030-7940," Asian, Thai, Vietnamese",4.5,16,I love their pho.  I have eaten pho at numerous restaurants and this is among the best.  Their spring rolls and peanut sauce are outstand.,Medium
1757,Azteca Mexican Restaurant,32015 23rd Ave S,WA,Federal Way,98003-6005," Mexican, Vegan Options",3.5,78,"Haven’t been here for a while.  Long wait to be seated even though there were many open tables, no one else waiting.  First server was abrupt and in a hurry.  Second server was what we would expect, good.  Prices have gone up and food was...More",Medium
1758,Steakhouse 85,85 Church St,NJ,New Brunswick,08901-1242," American, Steakhouse, Vegetarian Friendly",4.5,342,"Went here a couple of days ago with a friend for a reunion of sorts. Easy to get to with parking available at the parking deck across the street. Nice setup inside, definitely a steakhouse feel.

Started out with Long Island Little Neck Clams and...More",Expensive
1759,La Petite Maison,101 Division St NW,WA,Olympia,98502-8617," French, European, Vegetarian Friendly",4.5,95,"I have been here several times over the last 5 years or so. To me it is hands down,  the best food Olympia has to offer. Best ingredients and preparation. The service is always impeccable, and the wine list is the most extensive around. The...More",Expensive
1760,Michael's Restaurant,3011 Pine Ave,NY,Niagara Falls,14301-2445," Italian, Pizza, American",4.5,360,"We loved how fast the dinner came out. As quickly as dinner was, we never felt rushed to leave. The food was great, the prices were good. Glad that we found it.",Medium
1761,Budapest Bistro,12900 Mukilteo Speedway,WA,Lynnwood,WA," German, European, Eastern European",4.5,43,"Well, today's lunch was not a good experience. The ""chicken noodle"" soup didn't have any noodles, the cabbage roll was not hot and didn't have much flavor, the ""pan fried"" potatoes that came with it were soggy and also didn't have much flavor. The bread...More",Medium
1762,El Cubilete,9400 Niagara Falls Blvd,NY,Niagara Falls,14304-4907," Mexican, Southwestern, Latin",4.5,150,"Chicken quesadilla roja with rice on the side was very good. Extremely filling, it was a little too messy for me personally but this is my first time eating actual Mexican food instead of mighty taco lol. I would definitely  go again and maybe ask...More",Medium
1763,Pappadeaux Seafood Kitchen,2708 West Fwy,TX,Fort Worth,76102-7111," Cajun & Creole, Vegetarian Friendly, Gluten Free Options",4.5,442,"Pappadeaux always has some of the best seafood in the area.  They rarely disappoint!
However, our last visit was marred by the service.  Our waiter had such an attitude that
it made our dining experience less than desirable.  First, he was upset because we would...More",Medium
1764,Shanghai Dumpling Chinese Restaurant,1581 New Jersey 27,NJ,Edison,08817," Chinese, Asian",4.0,46,Very nice juicy dumplings and lions head soup.  Helps if you are experienced in ordering in traditional language.  Very crowded,Cheap
1765,Tardi's Ristorante Italiano,931 Fischer Blvd,NJ,Toms River,08753-3834," Italian, Vegetarian Friendly, Vegan Options",4.5,818,"OMG, we found our new favorite Italian restaurant right in Tom's River. (BYOB)  Everything from appetizers to desserts was incredible.  Service was impeccable. Tardi's is in a little strip mall on Fischer Blvd by Planet Fitness and we would never have found it if not...More",Medium
1766,Cyndia's,169 Union Blvd,NJ,Totowa,07512-2603," American, Vegetarian Friendly",4.5,35,Despite the long wait on a recent Sunday morning the breakfast was worth it. Our server was very friendly and offered suggestions. My husband got the Bagel Platter which had a nice amount of lox. I had the chicken waffles which were so good. I...More,Medium
1767,Cricket's Grill & Draft House,221 Mary Ave,TX,Waco,76701," American, Bar, Pub",4.0,434,We came here for an afternoon beer break and I had trouble getting my husband to leave! There were 50-60 beers at least on the menu and he tried only 2 of them. Staff was very friendly and gave us some suggestions for places serving...More,Medium
1768,Barbara's Hungarian Restaurant,1400 Parkway Ave,NJ,Ewing,08628-3021," European, Eastern European, Hungarian",4.5,83,"I had been to this restaurant before and the food was great.  I haven't been there in over a year.  We went back and although the ownership and chefs changed, the food was awesome again.  We had soup, schnitzel/pork cutlet, spaetzle and cucumber salad.  We...More",Medium
1769,Portofino Restaurant & Bar,1306 Olympic View Dr,WA,Edmonds,98020-2638," Italian, Pizza",4.0,56,"Good, reliable food, if not great.  Large helpings, filling.  Usually good, friendly service, often crowded (a good sign!), energetic family atmosphere.  It's the local go-to place, and feels like neighborhood.  We often go about once a week.

Parking can be an issue at peak hours,...More",Medium
1770,Stage Left Steak,5 Livingston Ave,NJ,New Brunswick,08901-1903," Steakhouse, American, International",4.0,192,"Can't talk about prices because I was at a dinner party and not responsible for payment.   The hors de ouevres that were passed were delicious.   The filet mignon was excellent--i don't know what it was charred with but the crust was fabulous, as was the...More",Expensive
1771,Black Angus Steakhouse - Puyallup,203 35th Ave SE,WA,Puyallup,98374-1248," American, Steakhouse, Gluten Free Options",3.5,89,"The food is always consistently great at this location and the service is amazing. This visit was no different. From the appetizer sampler and artichoke to my salad and prime rib dinner, it was all delicious! I like the lemon aoli they serve with the...More",Medium
1772,Sticky Lips Pit BBQ,625 Culver Rd,NY,Rochester,14609-7443," American, Barbecue, Vegetarian Friendly",4.0,820,The food is great i had the brisket is to die for ill drive the hour from buffalo just for the brisket. Hubby had pulled pork delsish!!! Will definitely be back,Medium
1773,Guadalajara Hacienda,27885 Interstate 45,TX,Spring,77380-1145," Mexican, Southwestern, Vegetarian Friendly",4.0,273,We’ve been here numerous times and it’s always awesome. We were seated quickly on a Friday night and the service was awesome. One of our favorite places in the area.,Medium
1774,La Cocina De Roberto,3126 Sawdust Rd,TX,Spring,77380-2602," Mexican, Latin, Vegetarian Friendly",5.0,41,"Had a craving for some good Nachos and found this cafe in a small strip mall with a gas station.
It didn’t disappoint, the flavors were great, portion enough for two, and the owner very graciously performing the duties of the host.
It was Saturday...More",Cheap
1775,Mei Jin Ramen,1574 2nd Ave,NY,New York City,10028-2617," Japanese, Soups, Asian",4.5,144,Good ramens (but soup was a bit too oily/fatty) with delicious gyozas. Atmosphere of the restaurant is ok.,Medium
1776,Tappo Restaurant,338 Ellicott St,NY,Buffalo,14203-1619," Italian, Vegetarian Friendly, Vegan Options",4.5,292,"If you are looking at Tappos pictures of their rooftop ""igloo ""dining experience, stop viewing and make that reservation now! We had booked an ""igloo"" party of 8 (maximum) for a family members birthday, and for once, the cold weather didn't hold back planning an...More",Medium
1777,Red Coach Inn - Restaurant,2 Buffalo Ave,NY,Niagara Falls,14303-1133," American, Vegetarian Friendly, Vegan Options",4.0,1520,"Thanks John got the Newest Amazing Bacardi Dragon Berrrry drink.... It's a new year, a new decade, and a new drink. CHEERS MARK (GM) JOHN AND JEAN.... SUGGESTION: HAVE it with Maraschino Cherries.",Medium
1778,Abu Rass,1057 Main St,NJ,Paterson,07503-1837," Lebanese, Middle Eastern, Mediterranean",4.5,17,"We always love going there. Food, price, service -- all really excellent. Specials are always good. Highly recommended.",Medium
1779,Doc's Seafood & Steak Restaurant,13309 S Padre Island Dr,TX,Corpus Christi,78418-5910," Steakhouse, American, Bar",4.0,1283,"Great food, even better service. I saw this place had some good reviews and wanted some good seafood. The place was not busy at all got in right away Kyle was our server and took our drink order right away. We had the peel yourself...More",Medium
1780,Homeskillet,521 Kentucky St,WA,Bellingham,98225-4214," Cafe, Vegetarian Friendly, Vegan Options",4.5,190,"We stumbled upon this wonderful restaurant on a day trip to Bellingham and couldn't have been more pleased!  Excellent food, atmosphere and service!",Medium
1781,Crystal Creek Cafe,22620 Bothell Everett Hwy,WA,Bothell,98021-8456," American, Cafe, Diner",4.0,254,"The Crystal Creek Cafe has a good reputation, and deserves it.  Clearly, many people agree - it was crowded for breakfast.  Very welcoming and cheerful service.  Quite a large restaurant, with booths and tables.  Very tasty pancakes and bacon - more than I could eat...More",Medium
1782,Miracle Pub,201 New Jersey 37,NJ,Toms River,08724," American, Bar, Pub",4.0,76,"I used to be a semi-regular here for happy hour. Something has changed, and not for the better. Surly bartenders, manager has an attitude... no longer the ""warm and fuzzy"" feel. Im now a regular at the Office Lounge which has a smiling  staff and...More",Cheap
1783,D's Mediterranean Grill,1503 Colcord Ave,TX,Waco,76707-2243," Mediterranean, Greek, Middle Eastern",4.5,147,A friend suggested we dine at D's Mediterranean Grill when we were attending a conference in Waco. I ordered the Lamb Kabob Plate and my wife had the Greek Salad with Grilled Chicken. Both entrees were very good and we look forward to a return...More,Medium
1784,Bahari Estiatorio,3114 Broadway,NY,Astoria,11106-2585," Mediterranean, Greek, Vegetarian Friendly",4.5,224,"Experienced terrible service at this place. Came on a Sunday for lunch with my family and after we were taken to our table, no one ever came to service. All the waiters were gathered together watching a soccer game on a cell phone by a...More",Medium
1785,Fonda San Miguel,2330 W North Loop Blvd,TX,Austin,78756-2360," Mexican, Latin, Vegetarian Friendly",4.5,732,"Fonda San Miguel certainly has the wow factor when a person steps inside the exquisitely designed restaurant. Would highly recommend having a reservation especially on the weekend. We ordered their speciality margaritas:  Numero Uno, Silver Coin (watermelon infused), and Cucurrucucu and all were unique and...More",Medium
1786,Sinbad's Mediterranean Cuisine,719 Park Ave,NY,Rochester,14607-3034," Mediterranean, Middle Eastern, Lebanese",4.5,241,"It's not a fancy restaurant but it's a good place to eat Mediterranean food. 
The environment is simple, but the service is fast and attentious. They are concerned about whether everything is good. 
After placing our order, it didn't take long time. 
We ordered a...More",Medium
1787,Catherine Lombardi Restaurant,3 Livingston Ave,NJ,New Brunswick,08901-1903," Italian, Vegetarian Friendly, Gluten Free Options",4.0,230,"+
Food was ok - my basil linguine was undercooked but the prawns were nice. Sauce was incredibly oily though.
Very nice physical surroundings.

- 
We were sat at a circular booth in the back that was way too narrow. Was a tight squeeze for...More",Expensive
1788,Babin's Seafood House,21851 Katy Fwy,TX,Katy,77450," American, Seafood, Vegan Options",4.0,445,"As usual, my wife and I had a delicious meal at Babin’s!  Our server was excellent and very attentive.  I had my usual crawfish half & half and my wife had a salmon and shrinking kabob.",Medium
1789,Harbor Lights,2761 Ruston Way,WA,Tacoma,98402-5304," American, Seafood, Vegetarian Friendly",4.0,362,"the Harbor Lights was one of the first on Ruston Way now filled with many eateries.  We haven't been there in awhile and we're extremely happy we did.
It was a beautiful evening with a huge moon glistening on the water shown through expansive windows....More",Medium
1790,BJ's Restaurant & Brewhouse,5929 W Waco Dr,TX,Waco,76710-6356," American, Bar, Vegetarian Friendly",4.0,171,Nice decor. Guacamole egg rolls were quite good. Son had Parmesan chicken and loved it. I had tri-tip. It was like shoe leather. No one ever stopped by the table to check on us. $100 for a dinner for four. Would not have minded that...More,Medium
1791,Comfort Kitchen,454 Broadway,NY,Saratoga Springs,12866-2259," American, Vegetarian Friendly, Vegan Options",4.5,143,We love the fried chicken sandwiches!  Yummy food and nice picnic tables to dine on in the summer. Low key and enjoyable.,Cheap
1792,Palenque Grill La Plaza Mall,2200 S 10th St Ste S21,TX,McAllen,78503-1600," Mexican, Vegan Options, Vegetarian Friendly",4.5,353,Love this place. Excellent food!!!! Always very attentive and ready to serve. I had the volcanes. They are appetizers and enough to be a meal! Recommend 100%.,Medium
1793,Rain,259 Lark St,NY,Albany,12210-1159," Chinese, Asian, Vegetarian Friendly",4.5,99,"I had high hopes for this restaurant, as it had been rated quite well.  While two of us enjoyed their entrees, 2 of us didn't (way too bland).  I added some hot mustard to improve the taste in my dish.  While there were some dishes...More",Medium
1794,Grace - Ft. Worth,777 Main St,TX,Fort Worth,76102-5304," American, Vegetarian Friendly, Gluten Free Options",4.5,371,The food was fabulous With service match. Super Texas Hospitality without being cloyingly attentive. The egg in the hole salad was outstanding. The dumplings were amazing. My steak was phenomenal. My daughter adored her scallops. Butter scotch dessert dish was wonderful. Expensive but money well...More,Expensive
1795,Michelino's Restaurant,169 Washington Ave,NJ,Elizabeth,07202-3419," Italian, Pizza, Vegetarian Friendly",4.5,157,"The service is amazing, the pizza is the best in the whole state and the delivery is great. I order every week 😂",Medium
1796,Thai House,14 N 2nd St,WA,Yakima,98901-2612," Asian, Thai, Vegan Options",4.5,35,"A must try for Thai. Great chef who pays attention to the details. Hands down one of the best restaurants in Yakima. Be patient, when they get busy you’ll need to wait for this well prepared authentic fare. Great!!!!!!",Medium
1797,50th Street Caboose,5027 50th St,TX,Lubbock,79414-3420," Mexican, American, Vegetarian Friendly",4.5,239,Food is pretty good. My wife liked the chicken pot pie. I found the chile relleno heavy. There are lots of video games to play and drinks available.,Medium
1798,British Bites,720 E Main,WA,Puyallup,98372-3362," British, Cafe",4.5,27,Oh the food and the atmosphere are great in this little British Tea Room. We love going here for lunch. The food no matter what you get is high quality and reasonably priced. The Bangers and Mash are fantastic!,Medium
1799,Bob's Burgers and Brew,15706 Meridian Ave E,WA,Puyallup,98375," American, Gluten Free Options",4.0,371,"Service was great! Great burger selection, however 6oz burger patties are kinda lame but cooked well. Fries were not salted or seasoned. My wife’s chicken was underdone and not seasoned as well. How this place gets a #1 rating in Puyallup is a mystery to...More",Medium
1800,Frontier Public House Restaurant of Vancouver WA,4909 NE Hazel Dell Ave,WA,Vancouver,98663-1235," American, Brew Pub, Gastropub",4.5,66,"Packed house, comfortable neighborhood spot, food comes out fast, craft cocktails, great atmosphere, love the music..AND the best chicken and dumplings in town.  We’ll be back, if we can find a spot in the parking lot:)",Medium
1801,Saltwater Fish House and Oyster Bar,113 First Street,WA,Langley,98260," American, Seafood, Gluten Free Options",4.5,135,"Super disappointed. The mussels were very tiny- I've never seen them so small- quite surprised a seafood restaurant would purchase and serve them that size. We commented to the waitress who giggled and blew off our complaint. When ordering the salmon, I wanted to make...More",Medium
1802,P.F. Chang's,3000 184th St SW Ste 912,WA,Lynnwood,98037," Asian, Chinese, Vegetarian Friendly",4.0,234,"The menu was far too limited.  Hoping this was just a ""special occasion"" menu because lots of my favorites were missing.",Medium
1803,Iron Gate Cafe,182 Washington Ave,NY,Albany,12210-2304," American, Cafe, Vegetarian Friendly",4.5,274,"Went here for brunch and ordered coffee,bacon and some eggs. Been here a few times for lunch as well and seems to be consistent.",Medium
1804,Europa Bar and Restaurant,625 Westfield Ave,NJ,Elizabeth,07208-1396," Portuguese, Seafood, European",4.5,33,Great Portuguese restaruant  food was great service was outstanding. We love the sangria.  We have been going here for a very long time not regulars but more like our go to for fine portuguese food without going to Newark tonight!  Paella Marinara is so fresh...More,Medium
1805,Ristorante Lucano,1815 East Ave,NY,Rochester,14610-1823," Italian, Vegetarian Friendly, Vegan Options",4.5,228,"Our seafood, beet salad, bonbon dessert, wine - everything was perfect and the wait staff was attentive and cheerful.  The four of us were there 2 1/2 hours just enjoying conversation with great food.",Expensive
1806,Dark Horse Tavern,4312 E Genesee St,NY,Syracuse,13214-2122," American, Bar, Pub",4.5,131,We've actually been here quite a few times and the food is always good.  They don't take reservations so you may have to wait and there is really no place to wait except the bar which is often full.  Prices are fair for the quality...More,Medium
1807,Amy's Omelette House,302 Cuthbert Blvd,NJ,Cherry Hill,08002-2904," American, Diner, Vegetarian Friendly",4.5,190,"The quality is very good, the selection is crazy and the prices make for an excellent value. If you can't find something in their menu you just can't be pleased.",Medium
1808,Chicken Town,2791 Hooper Ave,NJ,Brick,08723, American,4.5,25,"The chicken is cooked to order and is extremely flavorful and fresh. The 4 piece dinner includes a roll, coleslaw and your choice of fries or mash potatoes. The fries are wedged cut and very good. The place is clean for eat-In dining or take-out.",Medium
1809,Sandbox Cafe Surf City,1403 Long Beach Blvd,NJ,Surf City,08008-6446," American, Cafe, Vegetarian Friendly",4.5,80,"Sat for 20 minutes asked five servers to place an order 
all told me I was not there table 
Walked a
Out and the manger owner asked me how it was 
I told him I never got to order 
Didn’t seem to care 
That was...More",Medium
1810,Casa d' Paco,73 Warwick St,NJ,Newark,07105-1613," Bar, European, Spanish",4.5,76,"Love everything about this place. Jose the Barman is super friendly and makes you feel at home. Bar and food are authentically Spanish, not the usual Newark fare. The tapas is awesome, the calamares is one of best I’ve had. Good for casual drinks with...More",Medium
1811,Efes,32 Easton Ave,NJ,New Brunswick,08901-1817," Mediterranean, Middle Eastern, Turkish",4.5,66,"Valentines Day dinner for two at Efes was a great dinner choice.  I ordered the mixed Mediterranean dinner which was a hearty choice of gyros, lamb kabob and char-grilled chicken kabob over rice with salad.  My wife's meal was a  s Mussaka which described as...More",Medium
1812,5 Burro Cafe,7205 Austin St,NY,Forest Hills,11375-5354," Mexican, Vegetarian Friendly",4.0,126,"Excellent food, great atmosphere. We were a group of 5 and every dish was delicious. Nachos were awesome and the beef burrito was made with quality steak.  We picked this spot because we happened to be in the neighborhood, but next time I'm in NY...More",Medium
1813,Monsoon,10245 Main St,WA,Bellevue,98004-6107," Asian, Vietnamese, Vegetarian Friendly",4.5,194,"Excellent Vietnamese food . Pleasant service , good value for money . It is a pleasant place to go with friends , family .",Medium
1814,Kotta Sushi Lounge,6959 Lebanon Rd Ste 108,TX,Frisco,75034-6736," Japanese, Sushi, Asian",4.5,90,"Sashimi platter and Grilled Hamachi is very fresh.  We had a chicken Yaki-noodles which taste good, good portion. Service is attentive and excellent.",Medium
1815,Szechuan Mountain House,3916 Prince St,NY,Flushing,11354-5361," Chinese, Asian, Vegetarian Friendly",4.5,28,"Great place was packed at 11:00 AM for lunch. Had several dished all were unique to me and all good. Helps if you speak Chinese but, you can't go wrong.",Medium
1816,Sun Restaurant,1989 Niagara St,NY,Buffalo,14207-2510," Sushi, Asian, Thai",4.5,184,"Great food! We had sushi, red curry, stir fry and spring rolls. All were tasty.  Wait staff were helpful and attentive. Nice decor too.",Medium
1817,Maza Grill,21000 108th Ave SE,WA,Kent,98031-2199," Middle Eastern, Pakistani, Steakhouse",5.0,17,"I went to Maza with a friend and we were both so impressed with the food and the service. This is not a fancy place but it is very comfortable and the food was amazing, we had the Tika Masala and the Lebanese chicken, both...More",Medium
1818,The Frog and The Peach,29 Dennis St,NJ,New Brunswick,08901-1206," American, Vegetarian Friendly, Gluten Free Options",4.0,350,"This is a very attractive restaurant with delicious food and excellent service. We started with a roasted carrot salad which was delicious. We both had the chicken which was outstanding. I never order things like macaroni and cheese, but I did, and it is not...More",Expensive
1819,Perreca's Bakery,33 N Jay St,NY,Schenectady,12305-1138," Italian, Vegetarian Friendly",4.5,175,We're Italian and hard to please when it comes to Marinara sauce. Perecca's eggs in purgatory sauce (spicy marinara) is our favorite and they sell the sauce next door in the bakery. We always make it a point to eat here when in Schenctady,Medium
1820,Daniel's Broiler - Bellevue,10500 NE 8th St,WA,Bellevue,98004-4345," American, Steakhouse, Vegetarian Friendly",4.5,777,"Daniel's Bellevue restaurant is a fine place. The (large) bar is a terrific watering hole, but with the crowd and the music it's more than just ""loud."" Fortunately, we discovered the Prime 21 lounge: small; soft music; nice view; fine menu; excellent service.",Expensive
1821,Malakor Thai Restaurant,101 SW 41st St,WA,Renton,98057-4974," Asian, Thai, Vegetarian Friendly",4.5,33,We went there Monday last week. It was a business lunch and it’s my first time going there. I’m not impress with the service. It took us 10 mins to wait for the server to go to our table to take our order.  Barely even...More,Medium
1822,black & blue Steak and Crab,1470 Western Ave,NY,Albany,12203-3538," Seafood, American, Steakhouse",4.0,303,I chose this restaurant because they had a scallop dish - which is my mom's favorite and we were taking her out for her 80th birthday.  Black and Blue was great.  Not only did they give my mom a birthday card they also brought her...More,Expensive
1823,Shawn O'Donnell's American Grill and Irish Pub,122 128th St SE,WA,Everett,98208-6336," American, Irish, Bar",4.5,358,My wife and I drop in several times of year and realize it should be more often.  The food and beverage choices are extensive and not a looser on the list!  Shawn and his staff always provide the best in hospitality as well as serving...More,Medium
1824,Blue Danube Restaurant,538 Adeline St,NJ,Trenton,08611-2614," German, European, Eastern European",4.5,107,The Blue Danube offers cuisine from the countries through which the Danube river passes.  The menu has many choices of popular dishes found in eastern europe.  Our meals had the home made appearance and taste.  The Blue Danube is family owned and we felt we...More,Medium
1825,Mythos Authentic Greek Cuisine,19629 Northern Blvd,NY,Flushing,11358-3036," Mediterranean, Greek, Seafood",4.0,54,"I have been there many times before with my friends, but it hasn’t  been for a couple of years. 
For my birthday,  I requested to my family that we celebrate at Mythos, since it has been  quite a while.  I remembered that I really enjoyed...More",Medium
1826,Super Cream,1014 E Ruben Torres,TX,Brownsville,TX," Mexican, Latin, Vegetarian Friendly",4.0,65,"Excellent service, and the servers are very kind people as well as the management team.
Fajitas whit Enchiladas and the Agua de Horchata are my Favorite.",Medium
1827,Sushi Hana Japanese Kitchen,1638 S Mason Rd,TX,Katy,77450-4563," Japanese, Sushi, Asian",4.5,90,Been going here for years to back when it was the 1st sushi restaurant in Katy!  Tony and Ming started the restaurant and it has been exceptional since then. Love the sushi & sashimi plate!!,Medium
1828,Donatello's Restaurant,466 3rd St,NY,Niagara Falls,14301-1506," Italian, American, Pizza",4.5,440,"My husband & I took another couple for lunch on a Friday. We had the fish & chips which was the BEST we have EVER had. Amazing, can’t wait to go again. Steve is very welcoming & friendly, every staff member we encountered were polite...More",Cheap
1829,Davenport Hotel Collection,10 S Post St,WA,Spokane,99201-3902," American, Vegetarian Friendly, Vegan Options",4.5,201,"LOVED the Davenport when it was independent, and still love it as part of Marriott. We have been coming here for over 20 years and they never cease to amaze me with their kindness and attention to detail! From the night staff who unlocked the...More",Expensive
1830,Pen Thai Restaurant,10107 Main St,WA,Bothell,98011-3425," Asian, Thai, Vegetarian Friendly",4.5,214,"Excellent food and service. The Panang curry really stood out. Service was not that friendly. Other than that, the food was hot and quick.",Medium
1831,The Sisters Restaurant,2804 Grand Ave,WA,Everett,98201-3430," American, Soups, Vegan Options",4.5,53,"Ate here twice (so far). Sandwiches are very good. Wide variety on the menu, including many vegetarian and gluten free options if you're into that sort of thing. Daily soup specials. Desserts are very tempting and tasty (especially the bread pudding). Prices are reasonable for...More",Medium
1832,etc. Steakhouse,1409 Palisade Ave,NJ,Teaneck,07666-3504," Steakhouse, American, Kosher",4.5,65,This is a fantastic restaurant!! We did the tasting menu and it was amazing! Better than any restaurant I have been in in NYC.,Expensive
1833,Al Biernat's,4217 Oak Lawn Ave,TX,Dallas,75219-2313," American, Steakhouse, Vegetarian Friendly",4.5,776,Al Biernat’s never fails to give a great experience. Totally best service ever and fabulous food. Always has something new to offer.,Expensive
1834,Veganized,9 Spring St,NJ,New Brunswick,08901-2107," American, Vegan Options, Vegetarian Friendly",4.5,98,"It's almost a shame with the choice of name as it woudl put off the carniovors in the crowd. This is unfounded as the food is excellent and very tasty. The creative flavours means there is something for everyone, regadless of dietary persuasion. 

The move...More",Medium
1835,Corralito Steak House,5800 Doniphan Dr,TX,El Paso,79932-1307," Mexican, American, Steakhouse",4.0,164,"1.  Slowest service ever.  Brought meals out one at a time, checks out one at a time, took checks for payment back one at a time.  One girl cancelled her drink b/c it took so long.  Were going to the mall afterwards, but the server...More",Medium
1836,Jay Berry's Cafe,16341 SE Renton Issaquah Rd,WA,Renton,98059-6223," American, Vegetarian Friendly",4.0,67,We had an outstanding  breakfast for 3 with plenty of Great Delious food. we will return. great sausages,Medium
1837,Hester's Cafe & Coffee Shop,1714 S Alameda St,TX,Corpus Christi,78404-2931," American, Cafe, Vegetarian Friendly",4.5,477,"I wasn't impressed. The breakfasts were more like deserts. Too sweet. The price was proud, also. Not bad, live music is a nice touch.",Medium
1838,Olive Branch Cafe,2501 E D St,WA,Tacoma,98421-1338," American, Cafe, Soups",5.0,191,Had a lunchtime tea party here with my wife. Lots of yummy sweets and a nice variety of teas in the tea closet. Would return. Ambiance was opulent and comfortable.,Medium
1839,Louie & Ernie's Pizza,1300 Crosby Ave,NY,Bronx,10461-6000," Italian, Pizza, Vegetarian Friendly",5.0,184,My husband and I always stop in to pick up a slice or two when running our weekend errands.  Love their pizza,Cheap
1840,Caffe Italia,662 Central Ave,NY,Albany,12206-1645," Italian, Vegetarian Friendly, Vegan Options",4.5,222,"The food is excellent & plentiful, the atmosphere & staff are wonderful & friendly.  Very cozy, family restaurant.",Expensive
1841,Loring Place,21 W 8th St,NY,New York City,10011-9032," American, Vegetarian Friendly, Vegan Options",4.5,149,I’m a tough sell and even though we waited 30 min past our reservation time it was well worth the wait. They even had 2 appetizers at the table when we finally sat. We got 6 appetizers in total and every one was better than...More,Expensive
1842,Sushi Madre,401 W Saunders St,TX,Laredo,78041-4835," Japanese, Sushi, Asian",4.5,39,Really enjoyed the poblano soup and It is highly recommended. Food is fresh and light. Great for lunch.,Medium
1843,Battello,502 Washington Blvd,NJ,Jersey City,07310-1608," Italian, American, Seafood",4.0,294,"Located on a pier that juts into the Hudson River, Battello delivers spectacular views of the Manhattan skyline. Worth it for the setting alone, the food is also excellent with interesting takes on Italian food. Pastas are very good, with innovative sauces, and they can...More",Medium
1844,HopsnDrops,14700 E Indiana Ave,WA,Spokane Valley,99216-1839," American, Bar, Vegetarian Friendly",4.0,96,"There are few places that serve a decent fish taco, and this is one of them!  We also enjoy their French dip, if you add the grilled onions.  Go with the tots as a side.  Crispy and delicious!",Medium
1845,The Iron Tomato,57 Mamaroneck Ave,NY,White Plains,10601-4204," American, Pizza, Vegetarian Friendly",4.5,73,"I was visiting my best friend in the area and she brought me here to pick out some yummy pastries.  She pointed to several things that they have gotten in the past that were delicious, so we picked a couple of those and then several...More",Medium
1846,Anthony's Hearthfire Grill - North Point,1675 Marine Dr NE,WA,Olympia,98501-6907," American, Bar, Seafood",4.0,630,Hearthfire is one of the better seafood restaurants in the South Sound. In addition to fresh seafood they also have a rotisserie and serve up some excellent chicken and ribs. We come here often and the employees are friendly and do a great job of...More,Medium
1847,Green Chile Willy's Grill,13651 Interstate 27,TX,Amarillo,79119-5863," American, Southwestern",4.5,141,"Ok it's not a 5 star restaurant but you don't pay 5 star prices. My wife and I had the steak it was very good and simple. They were cooked as we asked, warm and inexpensive.  My son had the chicken fry he cleaned his...More",Medium
1848,Saltwater Grill,2401 Cimarron Blvd Ste 101,TX,Corpus Christi,78414-3424," American, Seafood, Vegetarian Friendly",4.0,286,Looking everywhere just off the Island for a good place to eat while going grocery shopping. Put a lot of miles in the Flour Mound area which was very void of anything. Finally stumbled on Saltwater Grill and it was excellent. Good seafood selection that...More,Medium
1849,Toscanos Italian Grill,437 29th St NE,WA,Puyallup,98372-6784," Italian, Tuscan, Central-Italian",4.5,142,Toscanos used to be a restaurant that we frequented a lot. The food at that time was excellent.  A couple of summers ago I went for dinner with some friends and was extremely disappointed with the food.  It was not what I expected at all...More,Medium
1850,Tavern Hall,505 Bellevue Sq,WA,Bellevue,98004-5031," American, Bar, Pub",4.0,201,"We had dinner at Tavern Hall in  Bellevue with family and friends, 10 total.  The atmosphere is lively and fun with several flat screens throughout the bar and restaurant as well as a shuffleboard.  We made reservations and seating was immediate.  The service was thorough...More",Medium
1851,Olive Garden,222 E Yakima Ave,WA,Yakima,98901-2628," Italian, Vegetarian Friendly, Vegan Options",4.0,194,"Service was solid, one entree was great, the other average. Overall
a positive experience. Enjoyed the after dinner take home menu items being readily available.",Medium
1852,The Braeburn,197D 2nd St,WA,Langley,98260-9850," American, Cafe, Vegetarian Friendly",4.5,328,"Food was a bit slow coming, especially as it was quiet, but the food was fantastic.  Good omelette, French toast etc.",Medium
1853,Piccolo Mondo,829 E Lamar Blvd,TX,Arlington,76011-3504," Italian, Vegetarian Friendly, Vegan Options",4.5,302,"This is a special place. The best restaurants have consistent service and food. This place excels at that.
Very relaxed, great value and exceptional quality. Not surprising that it’s the most consistently visited restaurant by the most discerning folks in DFW.",Medium
1854,Four Seasons Diner,823 Fischer Blvd,NJ,Toms River,08753-3836," American, Diner, Vegetarian Friendly",4.0,125,"Had turkey club, Turkey was dry and for me, too thick. Burger was good! Service was also good.Reasonably priced. Been there for breakfast which was very good.",Medium
1855,Barcelona Restaurant,1192 Western Ave,NY,Albany,12203-3315," Italian, Seafood, Mediterranean",4.5,227,"We dined on a Saturday evening, we had reservations and were seated promptly upon our arrival.  It was my husband and my first time at Barcelona Restaurant, we dined with friend who had been here before.  The restaurant is warm and inviting.  Our waiter was...More",Medium
